message,min_distance,min_dist_document,doc_id,pub_id,all_distances,all_documents,all_ids
"Hoje, vendo e recebendo diversas mensagens de votos de feliz ano novo, também pensei em gravar um vídeo ou escrever algumas palavras fazendo os votos de prosperidade para o ano que se avizinha, mas nada ficava legal e já tinha decidido não postar nada, mas Deus, sempre Ele, me deu a direção que deveria escrever e o que devia ser escrito.
Pois bem, conforme comentado acima, já tinha “largado de mão” de fazer os votos públicos de um feliz ano novo, então acabei indo para o centrinho aqui de Arroio do Sal com a Pati, meu sogro e meu sobrinho. Na volta, meu sogro e o meu sobrinho voltaram de carro e eu e a Pati voltamos a pé, uma caminhada de uns 40 minutos.
Viemos conversando sobre nossas realizações até aqui, anseios, medos e metas para o ano de 2024, uma conversa como sempre agradável com o amor da minha vida.
Eis que, quase ao chegar em casa, passamos em frente a Igreja, nos olhamos e vimos uma grande movimentação, a Pati me disse: Deve estar começando a Missa, vamos? E eu disse: Claro!
Assim que botamos o pé na Igreja o Padre deu “Boa noite” e a celebração se iniciou.
Mas Marcon, o que uma Missa tem a ver com o ano novo? E eu respondo: Tudo!
A “coincidência” do tempo foi tanta que eu e a minha esposa nos emocionamos e entendemos mais uma vez o recado que Deus queria nos dar e que talvez transmitíssemos também.
Deus está sempre a nossa espera, ele dá sinais, dá oportunidades, mas nós precisamos ir até Ele para encontrarmos a verdadeira felicidade.
Pular ondinhas, fazer oferendas, comer determinadas comidas tem um efeito limitado sobre o sucesso do próximo ano, mas garanto que procurar Deus é sucesso garantido.
Por isso, mais do que desejar um Feliz 2024, o meu desejo é que cada um, do seu jeito, coloque Deus em sua vida no próximo ano. As dificuldades virão, mas enfrentá-las com Ele ao lado sempre será mais fácil.
Feliz 2024!",0.4493386149406433,"Três parlamentares — Gayer, Valadares e Márcio Marinho (Republicanos-BA) — também publicaram no Instagram votos pela proibição da “mudança de sexo em crianças com verba da União”. A inclusão dessa vedação na Lei de Diretrizes Orçamentárias, no entanto, é baseada em desinformação, uma vez que crianças e adolescentes não podem passar por cirurgia de afirmação de gênero no Brasil.",25,17940714167774680,"[0.4493386149406433, 0.4856140613555908, 0.5494250655174255]","['Três parlamentares — Gayer, Valadares e Márcio Marinho (Republicanos-BA) — também publicaram no Instagram votos pela proibição da “mudança de sexo em crianças com verba da União”. A inclusão dessa vedação na Lei de Diretrizes Orçamentárias, no entanto, é baseada em desinformação, uma vez que crianças e adolescentes não podem passar por cirurgia de afirmação de gênero no Brasil.', 'Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.', 'Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.\n\nO parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.\n\nAlém disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.']","['25', '29', '20']"
Feliz 2024!,0.9548197984695435,"Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.

A alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.",29,17868105981046730,"[0.9548197984695435, 0.9651613235473633, 0.9807550311088562]","['Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.', 'Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.\n\nO parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.\n\nAlém disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.', 'Os deputados Gustavo Gayer e Mauricio Marcon compartilharam uma publicação de Elon Musk na qual o dono no X (ex-Twitter) afirma, sem provas, que o ministro do Supremo Tribunal Federal Alexandre de Moraes teria interferido no resultado das eleições presidenciais de 2022.\n\nA alegação foi feita no dia 18 de abril junto a uma publicação do jornalista e ativista conservador americano Michael Shellenberger sobre o Twitter Files Brazil, e faz parte de ataques feitos pelo empresário contra o magistrado.']","['29', '20', '18']"
FELIZ 2024 ✅????,0.9548197984695435,"Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.

A alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.",29,18028375795840920,"[0.9548197984695435, 0.9651613235473633, 0.9807550311088562]","['Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.', 'Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.\n\nO parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.\n\nAlém disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.', 'Os deputados Gustavo Gayer e Mauricio Marcon compartilharam uma publicação de Elon Musk na qual o dono no X (ex-Twitter) afirma, sem provas, que o ministro do Supremo Tribunal Federal Alexandre de Moraes teria interferido no resultado das eleições presidenciais de 2022.\n\nA alegação foi feita no dia 18 de abril junto a uma publicação do jornalista e ativista conservador americano Michael Shellenberger sobre o Twitter Files Brazil, e faz parte de ataques feitos pelo empresário contra o magistrado.']","['29', '20', '18']"
Qual seria a sua primeira compra?,0.8303272724151611,"Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.

O parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.

Além disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.",20,17885798408978030,"[0.8303272724151611, 0.840112566947937, 0.8636186122894287]","['Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.\n\nO parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.\n\nAlém disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.', 'Circula nas redes sociais uma teoria conspiratória que afirma que empresas utilizam fetos abortados para fabricar cosméticos, especialmente após a divulgação do PL 1.904/2024, conhecido como “PL do Aborto”. O deputado Sóstenes Cavalcante (PL-RJ) publicou um vídeo afirmando que existe uma indústria mundial liderada por George Soros que depende de fetos humanos para produzir tais produtos. Essa alegação, baseada em informações falsas e reportagens antigas, já foi desmentida por agências de checagem e não corresponde à realidade. Na gravação, que até o momento acumula 66,5 mil curtidas e 730 mil visualizações no Instagram e 258 mil visualizações no X até a manhã desta terça-feira.', 'Em entrevista ao Roda Viva, da TV Cultura, na noite da última segunda-feira (26), o deputado federal e candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL) enganou ao afirmar que a Guarda Civil Metropolitana deixou de realizar rondas para garantir a segurança das escolas. As operações, que são atribuição da instituição desde 2000, foram reforçadas pela gestão de Ricardo Nunes (MDB) em 2023. O psolista também omitiu que a prefeitura já tem iniciativas para compostagem de resíduos orgânicos produzidos por feiras livres e exagerou ao comparar o IDH (Índice de Desenvolvimento Humano) das regiões mais pobres de São Paulo ao da Somália.\nÉ FALSO que a GCM (Guarda Civil Metropolitana) não realiza mais rondas escolares.']","['20', '30', '13']"
"Hoje foi dia de pular as sete ondas para pedir um ano novo de paz, prosperidade e realizações.",0.5983464121818542,"Em entrevista ao Roda Viva, da TV Cultura, na noite da última segunda-feira (26), o deputado federal e candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL) enganou ao afirmar que a Guarda Civil Metropolitana deixou de realizar rondas para garantir a segurança das escolas. As operações, que são atribuição da instituição desde 2000, foram reforçadas pela gestão de Ricardo Nunes (MDB) em 2023. O psolista também omitiu que a prefeitura já tem iniciativas para compostagem de resíduos orgânicos produzidos por feiras livres e exagerou ao comparar o IDH (Índice de Desenvolvimento Humano) das regiões mais pobres de São Paulo ao da Somália.
É FALSO que a GCM (Guarda Civil Metropolitana) não realiza mais rondas escolares.",13,18023708893819768,"[0.5983464121818542, 0.6533297300338745, 0.6682878732681274]","['Em entrevista ao Roda Viva, da TV Cultura, na noite da última segunda-feira (26), o deputado federal e candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL) enganou ao afirmar que a Guarda Civil Metropolitana deixou de realizar rondas para garantir a segurança das escolas. As operações, que são atribuição da instituição desde 2000, foram reforçadas pela gestão de Ricardo Nunes (MDB) em 2023. O psolista também omitiu que a prefeitura já tem iniciativas para compostagem de resíduos orgânicos produzidos por feiras livres e exagerou ao comparar o IDH (Índice de Desenvolvimento Humano) das regiões mais pobres de São Paulo ao da Somália.\nÉ FALSO que a GCM (Guarda Civil Metropolitana) não realiza mais rondas escolares.', 'Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.', 'Quatro políticos eleitos para a Câmara dos Deputados a partir deste ano — Bia Kicis (PL-DF), Gustavo Gayer (PL-GO), Paulo Bilynskyj (PL-SP) e Eliéser Girão (PL-RN) — publicaram desinformação sobre a crise humanitária que afeta o povo Yanomami. Os posts somaram cerca de 350 mil interações em três plataformas (Facebook, Instagram e Twitter).']","['13', '29', '4']"
"Orgulho de Duque de Caxias. Parabéns a todos os caxienses! 

#DeputadoFederalGutembergReis #GutembergReis",0.6145592927932739,"Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.

A alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.",29,18029579803800872,"[0.6145592927932739, 0.6156153678894043, 0.6184302568435669]","['Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.', 'Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.\n\nO parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.\n\nAlém disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.', 'Os deputados Gustavo Gayer e Mauricio Marcon compartilharam uma publicação de Elon Musk na qual o dono no X (ex-Twitter) afirma, sem provas, que o ministro do Supremo Tribunal Federal Alexandre de Moraes teria interferido no resultado das eleições presidenciais de 2022.\n\nA alegação foi feita no dia 18 de abril junto a uma publicação do jornalista e ativista conservador americano Michael Shellenberger sobre o Twitter Files Brazil, e faz parte de ataques feitos pelo empresário contra o magistrado.']","['29', '20', '18']"
"Estamos nas últimas horas de 2023. Um ano de lutas e muitas vitórias. 

Em 2023, tive a honra de ser eleita a melhor senadora do Brasil pelo Prêmio Congresso em Foco. Representei com orgulho o Brasil na COP-28. Apresentei o relatório da CPMI do 8 de Janeiro. Liderei a Comissão em Defesa da Democracia e estive ao lado das mulheres no Congresso Nacional.

Com trabalho e dedicação defendi o Nordeste e o Brasil. Trabalhei incansavelmente pelo Maranhão. Em 2024,  meu compromisso e  trabalho continuam. 

FELIZ 2024 PARA VOCÊ E SUA FAMÍLIA ??",0.4725794494152069,"Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.

A alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.",29,18044002522595940,"[0.4725794494152069, 0.4769379496574402, 0.5014013051986694]","['Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.', 'Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.\n\nO parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.\n\nAlém disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.', 'Em entrevista ao Roda Viva, da TV Cultura, na noite da última segunda-feira (26), o deputado federal e candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL) enganou ao afirmar que a Guarda Civil Metropolitana deixou de realizar rondas para garantir a segurança das escolas. As operações, que são atribuição da instituição desde 2000, foram reforçadas pela gestão de Ricardo Nunes (MDB) em 2023. O psolista também omitiu que a prefeitura já tem iniciativas para compostagem de resíduos orgânicos produzidos por feiras livres e exagerou ao comparar o IDH (Índice de Desenvolvimento Humano) das regiões mais pobres de São Paulo ao da Somália.\nÉ FALSO que a GCM (Guarda Civil Metropolitana) não realiza mais rondas escolares.']","['29', '20', '13']"
"2024…será o ano de conquistas, fruto de muito trabalho!",0.6101208925247192,"Em entrevista ao Roda Viva, da TV Cultura, na noite da última segunda-feira (26), o deputado federal e candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL) enganou ao afirmar que a Guarda Civil Metropolitana deixou de realizar rondas para garantir a segurança das escolas. As operações, que são atribuição da instituição desde 2000, foram reforçadas pela gestão de Ricardo Nunes (MDB) em 2023. O psolista também omitiu que a prefeitura já tem iniciativas para compostagem de resíduos orgânicos produzidos por feiras livres e exagerou ao comparar o IDH (Índice de Desenvolvimento Humano) das regiões mais pobres de São Paulo ao da Somália.
É FALSO que a GCM (Guarda Civil Metropolitana) não realiza mais rondas escolares.",13,18325567945108728,"[0.6101208925247192, 0.6360074877738953, 0.7005303502082825]","['Em entrevista ao Roda Viva, da TV Cultura, na noite da última segunda-feira (26), o deputado federal e candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL) enganou ao afirmar que a Guarda Civil Metropolitana deixou de realizar rondas para garantir a segurança das escolas. As operações, que são atribuição da instituição desde 2000, foram reforçadas pela gestão de Ricardo Nunes (MDB) em 2023. O psolista também omitiu que a prefeitura já tem iniciativas para compostagem de resíduos orgânicos produzidos por feiras livres e exagerou ao comparar o IDH (Índice de Desenvolvimento Humano) das regiões mais pobres de São Paulo ao da Somália.\nÉ FALSO que a GCM (Guarda Civil Metropolitana) não realiza mais rondas escolares.', 'Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.', 'Circula nas redes sociais uma teoria conspiratória que afirma que empresas utilizam fetos abortados para fabricar cosméticos, especialmente após a divulgação do PL 1.904/2024, conhecido como “PL do Aborto”. O deputado Sóstenes Cavalcante (PL-RJ) publicou um vídeo afirmando que existe uma indústria mundial liderada por George Soros que depende de fetos humanos para produzir tais produtos. Essa alegação, baseada em informações falsas e reportagens antigas, já foi desmentida por agências de checagem e não corresponde à realidade. Na gravação, que até o momento acumula 66,5 mil curtidas e 730 mil visualizações no Instagram e 258 mil visualizações no X até a manhã desta terça-feira.']","['13', '29', '30']"
"Encerrando mais um ano, ano difícil, ano de desafios, mas nossa fé, coragem e determinação nos impulsionam para um ano promissor. Que Deus abençoe você, seus familiares e os amigos.
Feliz 2024!",0.6253066062927246,"Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.

O parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.

Além disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.",20,18051795016488560,"[0.6253066062927246, 0.6619889140129089, 0.6819013357162476]","['Já o deputado Filipe Barros (PL-PR) fez falsas acusações sobre a chegada de militares americanos ao território brasileiro. Segundo ele, as ações seriam uma forma de o governo Lula retribuir uma suposta interferência de Joe Biden que teria garantido sua vitória nas eleições de 2022.\n\nO parlamentar distorce uma operação de cooperação feita entre os exércitos do Brasil e dos Estados Unidos, que acontece anualmente, para mentir sobre fraude eleitoral. A atividade acontece desde 2015, quando foi promulgado um Acordo de Cooperação de Defesa entre Brasil e Estados Unidos.\n\nAlém disso, não há provas de que o governo Biden tenha interferido no resultado das eleições brasileiras. O post de Barros descontextualiza uma reportagem publicada pelo Financial Times em junho do ano passado e replicada pela imprensa brasileira que afirma que os Estados Unidos atuaram em 2022 para garantir a segurança e a lisura do pleito, sem a intenção de favorecer qualquer candidato.', 'Em entrevista ao Roda Viva, da TV Cultura, na noite da última segunda-feira (26), o deputado federal e candidato à Prefeitura de São Paulo Guilherme Boulos (PSOL) enganou ao afirmar que a Guarda Civil Metropolitana deixou de realizar rondas para garantir a segurança das escolas. As operações, que são atribuição da instituição desde 2000, foram reforçadas pela gestão de Ricardo Nunes (MDB) em 2023. O psolista também omitiu que a prefeitura já tem iniciativas para compostagem de resíduos orgânicos produzidos por feiras livres e exagerou ao comparar o IDH (Índice de Desenvolvimento Humano) das regiões mais pobres de São Paulo ao da Somália.\nÉ FALSO que a GCM (Guarda Civil Metropolitana) não realiza mais rondas escolares.', 'Já o deputado Marcel Van Hattem (Novo-RS) compartilhou uma publicação no X (ex-Twitter) do usuário Joaquin Teixeira, perfil que se autointitula como humorístico, para alegar que o governo federal teria liberado R$ 16 bilhões para artistas no fim do ano passado.\n\nA alegação faz referência a peças desinformativas que diziam que o governo Lula teria gasto a quantia citada com a Lei Rouanet (lei nº 8.313/1991) em 2023. Na realidade, a cifra representa o limite de recursos que todos os projetos culturais aprovados no ano poderiam ter captado junto à iniciativa privada. Segundo o governo, do montante aprovado, apenas R$ 1,27 bilhão foi efetivamente obtido pelos projetos até o dia 19 de dezembro daquele ano.']","['20', '13', '29']"
