legislatura,adjustment_index,%_F,%_n_branca
52,-0.048318319977783686,0.08306709265175719,0.2204724409448819
53,-0.043619014096471176,0.08176100628930817,0.2063157894736842
54,0.028593632522393997,0.08941877794336811,0.21746293245469522
55,0.09502601002551847,0.1043338683788122,0.2375601926163724
56,0.18319657978335835,0.14845024469820556,0.2463295269168026
57,0.25210031397601396,0.1815126050420168,0.2823529411764706
