parl_id,legislatura,weights,nome,siglaPartido,siglaUf,F,M,branca,n_branca,parda,preta,amarela,indigena
74489,52,0.3357821170990963,HAMILTON CASARA,PSB,RO,0,1,0,0,0,0,0,0
74489,52,0.3357821170990963,HAMILTON CASARA,PL*,RO,0,1,0,0,0,0,0,0
74489,52,0.3357821170990963,HAMILTON CASARA,PSDB,RO,0,1,0,0,0,0,0,0
74799,52,4.015394483643361,CELCITA PINHEIRO,PFL,MT,1,0,0,0,0,0,0,0
73441,52,0.3357821170990963,CELSO RUSSOMANNO,PPB,SP,0,1,1,0,0,0,0,0
73441,52,0.3357821170990963,CELSO RUSSOMANNO,PP**,SP,0,1,1,0,0,0,0,0
74195,52,0.3357821170990963,CÉSAR BANDEIRA,PFL,MA,0,1,0,0,0,0,0,0
74195,52,0.3357821170990963,CÉSAR BANDEIRA,S.PART.,MA,0,1,0,0,0,0,0,0
74149,52,0.3357821170990963,CÉSAR MEDEIROS,PT,MG,0,1,1,0,0,0,0,0
73480,52,0.3357821170990963,CEZAR SCHIRMER,PMDB,RS,0,1,1,0,0,0,0,0
74379,52,0.3357821170990963,CEZAR SILVESTRI,PPS,PR,0,1,0,0,0,0,0,0
141336,52,0.3357821170990963,CHARLES LUCENA,PSDB,PE,0,1,1,0,0,0,0,0
141336,52,0.3357821170990963,CHARLES LUCENA,PTB,PE,0,1,1,0,0,0,0,0
74181,52,4.431484490415324,CHICÃO BRÍGIDO,PMDB,AC,0,1,0,1,0,1,0,0
74171,52,0.3357821170990963,CHICO ALENCAR,PT,RJ,0,1,1,0,0,0,0,0
74171,52,0.3357821170990963,CHICO ALENCAR,PSOL,RJ,0,1,1,0,0,0,0,0
74000,52,0.3357821170990963,CHICO DA PRINCESA,PL*,PR,0,1,1,0,0,0,0,0
74000,52,0.3357821170990963,CHICO DA PRINCESA,PR,PR,0,1,1,0,0,0,0,0
73595,52,0.3357821170990963,CHICO SARDELLI,PFL,SP,0,1,1,0,0,0,0,0
73595,52,0.3357821170990963,CHICO SARDELLI,PV,SP,0,1,1,0,0,0,0,0
74313,52,0.3357821170990963,CIRO NOGUEIRA,PFL,PI,0,1,1,0,0,0,0,0
74313,52,0.3357821170990963,CIRO NOGUEIRA,PP**,PI,0,1,1,0,0,0,0,0
74537,52,0.3357821170990963,CLAUDIO CAJADO,PFL,BA,0,1,1,0,0,0,0,0
141057,52,0.3357821170990963,CLÁUDIO DIAZ,PSDB,RS,0,1,1,0,0,0,0,0
74263,52,0.3357821170990963,CLÁUDIO MAGRÃO,PPS,SP,0,1,0,0,0,0,0,0
137116,52,0.3357821170990963,CLAUDIO RORATO,PMDB,PR,0,1,0,0,0,0,0,0
74527,52,0.3357821170990963,CLEONÂNCIO FONSECA,PPB,SE,0,1,0,0,0,0,0,0
74527,52,0.3357821170990963,CLEONÂNCIO FONSECA,PP**,SE,0,1,0,0,0,0,0,0
74578,52,0.3357821170990963,CLEUBER CARNEIRO,PFL,MG,0,1,0,0,0,0,0,0
74578,52,0.3357821170990963,CLEUBER CARNEIRO,PTB,MG,0,1,0,0,0,0,0,0
141334,52,0.3357821170990963,CLOVIS CORRÊA,PSB,PE,0,1,1,0,0,0,0,0
74026,52,0.3357821170990963,CLÓVIS FECURY,PFL,MA,0,1,1,0,0,0,0,0
74230,52,2.8621344797247104,COLBERT MARTINS,PPS,BA,0,1,0,1,1,0,0,0
74230,52,2.8621344797247104,COLBERT MARTINS,PMDB,BA,0,1,0,1,1,0,0,0
74380,52,0.3357821170990963,COLOMBO,PT,PR,0,1,0,0,0,0,0,0
74097,52,2.8621344797247104,CONFÚCIO MOURA,PMDB,RO,0,1,0,1,1,0,0,0
73442,52,0.3357821170990963,CORAUCI SOBRINHO,PFL,SP,0,1,0,0,0,0,0,0
74538,52,0.3357821170990963,CORIOLANO SALES,PFL,BA,0,1,0,0,0,0,0,0
73923,52,0.3357821170990963,CORONEL ALVES,PL*,AP,0,1,0,0,0,0,0,0
73923,52,0.3357821170990963,CORONEL ALVES,PR,AP,0,1,0,0,0,0,0,0
74016,52,2.8621344797247104,COSTA FERREIRA,PFL,MA,0,1,0,1,1,0,0,0
74016,52,2.8621344797247104,COSTA FERREIRA,PSC,MA,0,1,0,1,1,0,0,0
74016,52,2.8621344797247104,COSTA FERREIRA,PMDB,MA,0,1,0,1,1,0,0,0
74016,52,2.8621344797247104,COSTA FERREIRA,S.PART.,MA,0,1,0,1,1,0,0,0
74016,52,2.8621344797247104,COSTA FERREIRA,PSC,MA,0,1,0,1,1,0,0,0
74579,52,0.3357821170990963,CUSTÓDIO MATTOS,PSDB,MG,0,1,0,0,0,0,0,0
74467,52,4.431484490415324,DAMIAO FELICIANO,PMDB,PB,0,1,0,1,0,1,0,0
74467,52,4.431484490415324,DAMIAO FELICIANO,PP**,PB,0,1,0,1,0,1,0,0
74060,52,2.8621344797247104,DANIEL ALMEIDA,PCdoB,BA,0,1,0,1,1,0,0,0
74654,52,0.3357821170990963,DANILO DE CASTRO,PSDB,MG,0,1,0,0,0,0,0,0
74187,52,0.3357821170990963,DARCI COELHO,PFL,TO,0,1,0,0,0,0,0,0
74187,52,0.3357821170990963,DARCI COELHO,PP**,TO,0,1,0,0,0,0,0,0
73891,52,0.3357821170990963,DARCÍSIO PERONDI,PMDB,RS,0,1,1,0,0,0,0,0
73924,52,0.3357821170990963,DAVI ALCOLUMBRE,PDT,AP,0,1,1,0,0,0,0,0
73924,52,0.3357821170990963,DAVI ALCOLUMBRE,PFL,AP,0,1,1,0,0,0,0,0
