id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email
74835,https://dadosabertos.camara.leg.br/api/v2/deputados/74835,CARLOS SANTANA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,51,https://www.camara.leg.br/internet/deputado/bandep/74835.jpg,
74799,https://dadosabertos.camara.leg.br/api/v2/deputados/74799,CELCITA PINHEIRO,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,MT,51,https://www.camara.leg.br/internet/deputado/bandep/74799.jpg,
74703,https://dadosabertos.camara.leg.br/api/v2/deputados/74703,CELSO GIGLIO,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,SP,51,https://www.camara.leg.br/internet/deputado/bandep/74703.jpg,
73568,https://dadosabertos.camara.leg.br/api/v2/deputados/73568,CELSO JACOB,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RJ,51,https://www.camara.leg.br/internet/deputado/bandep/73568.jpg,
73441,https://dadosabertos.camara.leg.br/api/v2/deputados/73441,CELSO RUSSOMANNO,PPB,https://dadosabertos.camara.leg.br/api/v2/partidos/36811,SP,51,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg,
74195,https://dadosabertos.camara.leg.br/api/v2/deputados/74195,CESAR BANDEIRA,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,MA,51,https://www.camara.leg.br/internet/deputado/bandep/74195.jpg,
73480,https://dadosabertos.camara.leg.br/api/v2/deputados/73480,CEZAR SCHIRMER,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,RS,51,https://www.camara.leg.br/internet/deputado/bandep/73480.jpg,
74000,https://dadosabertos.camara.leg.br/api/v2/deputados/74000,CHICO DA PRINCESA,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36795,PR,51,https://www.camara.leg.br/internet/deputado/bandep/74000.jpg,
73595,https://dadosabertos.camara.leg.br/api/v2/deputados/73595,CHICO SARDELLI,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,SP,51,https://www.camara.leg.br/internet/deputado/bandep/73595.jpg,
74453,https://dadosabertos.camara.leg.br/api/v2/deputados/74453,CHIQUINHO FEITOSA,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,CE,51,https://www.camara.leg.br/internet/deputado/bandep/74453.jpg,
74313,https://dadosabertos.camara.leg.br/api/v2/deputados/74313,CIRO NOGUEIRA,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,PI,51,https://www.camara.leg.br/internet/deputado/bandep/74313.jpg,
74537,https://dadosabertos.camara.leg.br/api/v2/deputados/74537,CLAUDIO CAJADO,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790,BA,51,https://www.camara.leg.br/internet/deputado/bandep/74537.jpg,
