id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email,dataInicio,dataFim,titulo,codTitulo
73486,https://dadosabertos.camara.leg.br/api/v2/deputados/73486,Pompeo de Mattos,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RS,57,https://www.camara.leg.br/internet/deputado/bandep/73486.jpg,,2023-02-01,,2º Suplente de Secretário,10
74317,https://dadosabertos.camara.leg.br/api/v2/deputados/74317,Júlio Cesar,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PI,57,https://www.camara.leg.br/internet/deputado/bandep/74317.jpg,,2023-02-01,,3º Secretário,7
74270,https://dadosabertos.camara.leg.br/api/v2/deputados/74270,Gilberto Nascimento,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,57,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg,,2023-02-01,,1º Suplente de Secretário,9
204358,https://dadosabertos.camara.leg.br/api/v2/deputados/204358,Beto Pereira,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MS,57,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg,,2023-02-01,,3º Suplente de Secretário,11
74398,https://dadosabertos.camara.leg.br/api/v2/deputados/74398,Maria do Rosário,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,57,https://www.camara.leg.br/internet/deputado/bandep/74398.jpg,,2023-02-01,,2º Secretário,6
178954,https://dadosabertos.camara.leg.br/api/v2/deputados/178954,Lucio Mosquini,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RO,57,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg,,2023-02-01,,4º Secretário,8
160541,https://dadosabertos.camara.leg.br/api/v2/deputados/160541,Arthur Lira,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AL,57,https://www.camara.leg.br/internet/deputado/bandep/160541.jpg,,2023-02-01,,Presidente,1
178947,https://dadosabertos.camara.leg.br/api/v2/deputados/178947,Sóstenes Cavalcante,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/178947.jpg,,2023-02-01,,2º Vice-Presidente,3
204423,https://dadosabertos.camara.leg.br/api/v2/deputados/204423,André Ferreira,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PE,57,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg,,2023-02-01,,4º Suplente de Secretário,12
204506,https://dadosabertos.camara.leg.br/api/v2/deputados/204506,Marcos Pereira,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,57,https://www.camara.leg.br/internet/deputado/bandep/204506.jpg,,2023-02-01,,1º Vice-Presidente,2
74478,https://dadosabertos.camara.leg.br/api/v2/deputados/74478,Luciano Bivar,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,PE,57,https://www.camara.leg.br/internet/deputado/bandep/74478.jpg,,2023-02-01,,1º Secretário,5
73945,https://dadosabertos.camara.leg.br/api/v2/deputados/73945,EDUARDO GOMES,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36764,TO,54,https://www.camara.leg.br/internet/deputado/bandep/73945.jpg,,2011-02-01,2013-02-04,1º Secretário,5
74163,https://dadosabertos.camara.leg.br/api/v2/deputados/74163,CARLOS MANATO,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36764,ES,54,https://www.camara.leg.br/internet/deputado/bandep/74163.jpg,,2011-02-01,2013-02-04,2º Suplente de Secretário,10
73535,https://dadosabertos.camara.leg.br/api/v2/deputados/73535,JORGE TADEU MUDALEN,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,SP,54,https://www.camara.leg.br/internet/deputado/bandep/73535.jpg,,2011-02-01,2013-02-04,2º Secretário,6
141557,https://dadosabertos.camara.leg.br/api/v2/deputados/141557,VITOR PENIDO,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,MG,54,https://www.camara.leg.br/internet/deputado/bandep/141557.jpg,,2013-02-04,2015-01-31,3º Suplente de Secretário,11
74474,https://dadosabertos.camara.leg.br/api/v2/deputados/74474,CARLOS EDUARDO CADOCA,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,PE,54,https://www.camara.leg.br/internet/deputado/bandep/74474.jpg,,2011-02-01,2013-02-04,3º Suplente de Secretário,11
74439,https://dadosabertos.camara.leg.br/api/v2/deputados/74439,WOLNEY QUEIROZ,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,PE,54,https://www.camara.leg.br/internet/deputado/bandep/74439.jpg,,2013-02-04,2015-01-31,2º Suplente de Secretário,10
74324,https://dadosabertos.camara.leg.br/api/v2/deputados/74324,HENRIQUE EDUARDO ALVES,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,RN,54,https://www.camara.leg.br/internet/deputado/bandep/74324.jpg,,2013-02-04,2015-01-31,Presidente,1
73507,https://dadosabertos.camara.leg.br/api/v2/deputados/73507,ROSE DE FREITAS,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,ES,54,https://www.camara.leg.br/internet/deputado/bandep/73507.jpg,,2011-02-01,2013-02-04,1º Vice-Presidente,2
74374,https://dadosabertos.camara.leg.br/api/v2/deputados/74374,GERALDO RESENDE,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,MS,54,https://www.camara.leg.br/internet/deputado/bandep/74374.jpg,,2011-02-01,2013-02-04,1º Suplente de Secretário,9
141421,https://dadosabertos.camara.leg.br/api/v2/deputados/141421,EDUARDO DA FONTE,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,PE,54,https://www.camara.leg.br/internet/deputado/bandep/141421.jpg,,2011-02-01,2013-02-04,2º Vice-Presidente,3
73424,https://dadosabertos.camara.leg.br/api/v2/deputados/73424,SIMÃO SESSIM,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,RJ,54,https://www.camara.leg.br/internet/deputado/bandep/73424.jpg,,2013-02-04,2015-01-31,2º Secretário,6
74050,https://dadosabertos.camara.leg.br/api/v2/deputados/74050,MAURÍCIO QUINTELLA LESSA,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814,AL,54,https://www.camara.leg.br/internet/deputado/bandep/74050.jpg,,2013-02-04,2015-01-31,3º Secretário,7
74421,https://dadosabertos.camara.leg.br/api/v2/deputados/74421,INOCÊNCIO OLIVEIRA,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814,PE,54,https://www.camara.leg.br/internet/deputado/bandep/74421.jpg,,2011-02-01,2013-02-04,3º Secretário,7
73586,https://dadosabertos.camara.leg.br/api/v2/deputados/73586,JÚLIO DELGADO,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,MG,54,https://www.camara.leg.br/internet/deputado/bandep/73586.jpg,,2011-02-01,2013-02-04,4º Secretário,8
74419,https://dadosabertos.camara.leg.br/api/v2/deputados/74419,GONZAGA PATRIOTA,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,PE,54,https://www.camara.leg.br/internet/deputado/bandep/74419.jpg,,2013-02-04,2015-01-31,1º Suplente de Secretário,9
74385,https://dadosabertos.camara.leg.br/api/v2/deputados/74385,TAKAYAMA,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/36833,PR,54,https://www.camara.leg.br/internet/deputado/bandep/74385.jpg,,2013-02-04,2015-01-31,4º Suplente de Secretário,12
141428,https://dadosabertos.camara.leg.br/api/v2/deputados/141428,FÁBIO FARIA,PMN,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RN,54,https://www.camara.leg.br/internet/deputado/bandep/141428.jpg,,2013-02-04,2015-01-31,2º Vice-Presidente,3
74363,https://dadosabertos.camara.leg.br/api/v2/deputados/74363,MARCIO BITTAR,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,AC,54,https://www.camara.leg.br/internet/deputado/bandep/74363.jpg,,2013-02-04,2015-01-31,1º Secretário,5
133373,https://dadosabertos.camara.leg.br/api/v2/deputados/133373,MARCO MAIA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,54,https://www.camara.leg.br/internet/deputado/bandep/133373.jpg,,2011-02-01,2013-02-04,Presidente,1
73433,https://dadosabertos.camara.leg.br/api/v2/deputados/73433,ARLINDO CHINAGLIA,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,54,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg,,2014-05-07,2015-01-31,1º Vice-Presidente,2
74373,https://dadosabertos.camara.leg.br/api/v2/deputados/74373,BIFFI,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MS,54,https://www.camara.leg.br/internet/deputado/bandep/74373.jpg,,2013-02-04,2015-01-31,4º Secretário,8
141542,https://dadosabertos.camara.leg.br/api/v2/deputados/141542,SÉRGIO MORAES,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845,RS,54,https://www.camara.leg.br/internet/deputado/bandep/141542.jpg,,2011-02-01,2013-02-04,4º Suplente de Secretário,12
141378,https://dadosabertos.camara.leg.br/api/v2/deputados/141378,ANDRE VARGAS,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36852,PR,54,https://www.camara.leg.br/internet/deputado/bandep/141378.jpg,,2013-02-04,2014-04-16,1º Vice-Presidente,2
