id_parl,cargo,siglaUf,municipio,anoInicio,anoFim,siglaPartidoEleicao,uriPartidoEleicao
139266,Deputado(a) Estadual,GO,,1955,1959,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
139266,Deputado(a) Estadual,GO,,1959,1963,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
73729,Vereador(a),SP,,1989,1991,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
73729,Vereador(a),SP,,1983,1988,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
139265,Prefeito(a),AM,,1979,1982,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139269,Vereador(a),RJ,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
139267,Prefeito(a),RO,,,,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139267,Vereador(a),RO,,1983,1985,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139267,Prefeito(a),,,1993,,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835
139271,Prefeito(a),MG,,1963,1967,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139268,Senador(a),CE,,1979,1987,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139273,Deputado(a) Estadual,PR,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139275,Deputado(a) Estadual,PE,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
139275,Deputado(a) Estadual,PE,,1979,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139275,Vice-Prefeito(a),PE,,1977,1979,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139276,Vereador(a),RO,,1977,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139279,Prefeito(a),,,1989,1989,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139278,Vice-Prefeito(a),,,1993,1996,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139281,Deputado(a) Estadual,RS,,1975,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139281,Vereador(a),RS,,1973,1975,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139281,Vereador(a),RS,,1969,1973,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139281,Vereador(a),RS,,,1963,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139282,Vereador(a),AP,Macapá,1982,1984,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139277,Deputado(a) Estadual,SP,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139277,Deputado(a) Estadual,SP,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139283,Deputado(a) Estadual,RS,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139283,Deputado(a) Estadual,RS,,1975,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139283,Deputado(a) Estadual,RS,,1971,1975,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139283,Vereador(a),RS,,1969,1971,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139283,Vereador(a),RS,,1965,1969,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139284,Prefeito(a),MS,,1980,1982,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
139284,Prefeito(a),MT,,1973,1977,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139284,Deputado(a) Estadual,MT,,1971,1972,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139284,Senador(a),MS,,1991,1999,PPR,https://dadosabertos.camara.leg.br/api/v2/partidos/36812
139286,Prefeito(a),CE,,1979,1982,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139286,Vice-Governador(a),CE,,1991,1994,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
139286,Senador(a),,,1995,,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
139285,Vereador(a),BA,Salvador,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139285,Prefeito(a),BA,Salvador,1993,1996,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835
139285,Deputado(a) Estadual,BA,,1999,2003,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832
139285,Deputado(a) Estadual,BA,,2003,2007,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832
139285,Senador(a),BA,,2011,2019,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832
139289,Presidente da República,,,2003,2011,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
139289,Presidente da República,,,2023,,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
139287,Deputado(a) Estadual,MG,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139287,Deputado(a) Estadual,MG,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139287,Vereador(a),MG,,1977,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139290,Prefeito(a),MG,,1973,1977,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139290,Vereador(a),MG,,1965,1969,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139291,Prefeito(a),CE,,1978,1979,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139288,Deputado(a) Estadual,PE,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139292,Deputado(a) Estadual,GO,,1982,1986,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139292,Vereador(a),GO,,1976,1980,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139292,Vice-Governador(a),GO,,1991,1994,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139292,Governador(a),GO,,1995,1998,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139292,Senador(a),GO,,1999,2007,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139293,Vereador(a),BA,,1977,1978,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73760,Vereador(a),MS,,1977,1982,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73761,Deputado(a) Estadual,MS,,1987,1991,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
73761,Deputado(a) Estadual,MS,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73761,Vice-Prefeito(a),MS,,1963,1964,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
73765,Senador(a),PR,,1987,1995,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73765,Senador(a),PR,,1979,1987,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73765,Vice-Governador(a),PR,,1964,1965,PDC,https://dadosabertos.camara.leg.br/api/v2/partidos/36783
73766,Deputado(a) Estadual,PR,,1963,1967,PDC,https://dadosabertos.camara.leg.br/api/v2/partidos/36783
73766,Vereador(a),PR,,1959,1963,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
73766,Vereador(a),PR,,1955,1959,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
139301,Deputado(a) Estadual,PR,,1975,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73771,Senador(a),PR,,2003,2011,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
73771,Senador(a),PR,,2019,2027,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896
73771,Vice-Governador(a),PR,,2011,2015,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835
139300,Senador(a),RR,,1991,1994,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139300,Senador(a),RR,,1995,,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
73772,Vereador(a),PR,Cascavel,1993,1995,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73772,Vereador(a),PR,Cascavel,1989,1993,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73772,Vereador(a),PR,Cascavel,1983,1988,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73775,Prefeito(a),PR,,1989,1993,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73775,Vereador(a),PR,,1977,1982,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73777,Deputado(a) Estadual,PR,,1989,1991,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73778,Vereador(a),PR,,1973,1977,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73778,Prefeito(a),PR,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139311,Governador(a),TO,,1991,1994,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139311,Prefeito(a),GO,,1983,1988,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73781,Prefeito(a),PR,,1989,1993,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73782,Vereador(a),PR,,1973,1977,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73782,Prefeito(a),PR,,1977,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73782,Prefeito(a),PR,,1989,1993,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790
139313,Governador(a),RR,,,,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139313,Senador(a),RR,,1999,2007,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139313,Senador(a),RR,,2007,,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139314,Vereador(a),BA,,1977,,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139314,Deputado(a) Estadual,BA,,1982,,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139316,Deputado(a) Estadual,ES,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73788,Prefeito(a),PR,Maringá,1989,1993,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790
139319,Deputado(a) Estadual,PR,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139319,Deputado(a) Estadual,PR,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139319,Deputado(a) Estadual,PR,,1975,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139319,Vereador(a),PR,,1969,1973,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73792,Deputado(a) Estadual,PR,,1987,1991,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790
73792,Deputado(a) Estadual,PR,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73792,Deputado(a) Estadual,PR,,1979,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73792,Deputado(a) Estadual,PR,,1975,1979,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73792,Prefeito(a),PR,,1965,1970,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
73793,Deputado(a) Estadual,SC,,1991,1995,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139323,Prefeito(a),RS,Porto Alegre,1989,1993,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
139323,Governador(a),RS,,1999,2003,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
73795,Deputado(a) Estadual,SC,,1987,1991,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73795,Deputado(a) Estadual,SC,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
139326,Deputado(a) Estadual,MG,,1979,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73794,Prefeito(a),SC,,1986,1988,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73794,Deputado(a) Estadual,SC,,1983,1985,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73794,Vereador(a),SC,,1977,1982,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73794,Vereador(a),SC,,1973,1976,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73797,Senador(a),GO,,1995,2003,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139328,Deputado(a) Estadual,PR,,1975,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139332,Vereador(a),SC,,1957,1963,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139329,Governador(a),RR,,1979,1983,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139333,Deputado(a) Estadual,PE,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
139333,Vereador(a),PE,,,,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139336,Deputado(a) Estadual,PA,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139336,Vereador(a),PA,,1977,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139336,Vereador(a),PA,,1973,1977,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139334,Deputado(a) Estadual,RS,,1955,1959,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139337,Prefeito(a),GO,,1989,1990,PDC,https://dadosabertos.camara.leg.br/api/v2/partidos/36783
139338,Prefeito(a),TO,Araguaína,1988,,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139345,Prefeito(a),BA,,1977,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139345,Vereador(a),BA,,1963,1967,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
139341,Vereador(a),MT,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139346,Deputado(a) Estadual,AL,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139346,Senador(a),AL,,1995,2003,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139346,Senador(a),AL,,2003,2011,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139346,Senador(a),AL,,2019,2023,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139347,Deputado(a) Estadual,PR,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139347,Vice-Prefeito(a),PR,,1969,1973,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139347,Vereador(a),PR,,1965,1969,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
73816,Deputado(a) Estadual,PI,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73817,Vereador(a),MS,,1989,2001,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139351,Vereador(a),MG,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139357,Deputado(a) Estadual,RS,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139357,Deputado(a) Estadual,RS,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139357,Deputado(a) Estadual,RS,,1975,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139357,Deputado(a) Estadual,RS,,1971,1975,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139357,Vereador(a),RS,,,,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139357,Vereador(a),RS,,,,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139353,Deputado(a) Estadual,MG,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139353,Prefeito(a),MG,,1977,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139352,Prefeito(a),SP,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139352,Deputado(a) Estadual,SP,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139352,Deputado(a) Estadual,SP,,1975,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139352,Vereador(a),SP,,1973,1975,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139352,Vereador(a),SP,,1969,1973,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73828,Vereador(a),AM,,1996,2000,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/36795
73828,Vereador(a),AM,,2001,2001,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/36795
73827,Deputado(a) Estadual,GO,,1987,1988,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73827,Vereador(a),TO,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73829,Vereador(a),RJ,,1997,2000,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
73829,Vereador(a),RJ,,1993,1996,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
73829,Vereador(a),RJ,,1990,1992,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139362,Vereador(a),SP,,1977,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139362,Vereador(a),SP,,1973,1977,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139362,Vereador(a),SP,,1969,1973,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139362,Vereador(a),SP,,1965,1969,PRP,https://dadosabertos.camara.leg.br/api/v2/partidos/36824
139369,Deputado(a) Estadual,PR,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139369,Vereador(a),PR,,1977,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139370,Prefeito(a),SP,,1977,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139370,Vereador(a),SP,,1973,1975,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139372,Senador(a),DF,,1991,1995,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139372,Senador(a),DF,,1995,1997,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139375,Vereador(a),RS,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139373,Prefeito(a),ES,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139376,Vice-Governador(a),SC,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
139377,Deputado(a) Estadual,MA,,1959,1963,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139380,Prefeito(a),AL,,1964,1966,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
139380,Vice-Prefeito(a),AL,,1961,1964,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
139382,Prefeito(a),MG,,1970,1971,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
139382,Vereador(a),MG,,1963,1966,UDN,https://dadosabertos.camara.leg.br/api/v2/partidos/36854
139382,Prefeito(a),MG,,1988,1992,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
139382,Prefeito(a),MG,,1997,,PPB,https://dadosabertos.camara.leg.br/api/v2/partidos/36811
139381,Prefeito(a),BA,,1962,1963,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139384,Prefeito(a),PR,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139384,Deputado(a) Estadual,PR,,1979,1983,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139384,Prefeito(a),PR,,1973,1977,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139384,Vereador(a),PR,,1969,1973,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139384,Vereador(a),PR,,1963,1969,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
139385,Vereador(a),SC,,1967,1970,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139387,Deputado(a) Estadual,MG,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
139387,Deputado(a) Estadual,MG,,1979,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139387,Vereador(a),MG,,1977,1979,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139387,Vereador(a),MG,,1973,1977,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139387,Vereador(a),MG,,1971,1973,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
139379,Deputado(a) Estadual,RN,,1959,1963,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
139379,Prefeito(a),RN,,1953,1958,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
139379,Vereador(a),RN,,1948,1953,UDN,https://dadosabertos.camara.leg.br/api/v2/partidos/36854
73851,Deputado(a) Estadual,RO,,1987,1991,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73851,Vereador(a),SC,,1973,1977,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73851,Vereador(a),SC,,1967,1971,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73866,Deputado(a) Estadual,MG,,1987,1991,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790
73866,Deputado(a) Estadual,MG,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73866,Deputado(a) Estadual,MG,,1979,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73866,Prefeito(a),MG,,1973,1977,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73864,Prefeito(a),PR,,1983,1988,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
204502,Vereador(a),SP,São Vicente,2013,2017,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835
73869,Vice-Prefeito(a),RJ,,1987,1991,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73873,Deputado(a) Estadual,SC,,1991,1995,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73873,Deputado(a) Estadual,SC,,1987,1991,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73875,Vice-Prefeito(a),SC,,1993,1995,PDC,https://dadosabertos.camara.leg.br/api/v2/partidos/36783
73875,Deputado(a) Estadual,SC,,2005,2006,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790
73876,Prefeito(a),SC,,1997,2000,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
73878,Prefeito(a),SC,,1997,2000,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73878,Prefeito(a),SC,,1977,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73878,Deputado(a) Estadual,SC,,1973,1975,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73877,Prefeito(a),SC,,1997,2000,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73877,Prefeito(a),SC,,1989,1992,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73877,Vereador(a),SC,,1982,1988,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73879,Deputado(a) Estadual,SC,,1991,1995,PRN,https://dadosabertos.camara.leg.br/api/v2/partidos/36822
73879,Deputado(a) Estadual,SC,,1987,1991,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73881,Deputado(a) Estadual,SC,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73881,Vereador(a),SC,,1973,1977,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73881,Vereador(a),SC,,1977,1983,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73881,Senador(a),SC,,2007,,,https://dadosabertos.camara.leg.br/api/v2/partidos/null
73886,Deputado(a) Estadual,RS,,1987,1991,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
73885,Vice-Prefeito(a),SC,,1993,1995,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73885,Vereador(a),SC,,1989,1992,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73888,Prefeito(a),RS,,1989,1992,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73887,Deputado(a) Estadual,RS,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73887,Deputado(a) Estadual,RS,,1979,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73889,Deputado(a) Estadual,RS,,1991,1995,PPR,https://dadosabertos.camara.leg.br/api/v2/partidos/36812
73889,Deputado(a) Estadual,RS,,1986,1990,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73889,Vereador(a),RS,,1973,1977,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73892,Prefeito(a),RS,Tramandaí,1989,1992,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73893,Vereador(a),RS,,1993,1995,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73896,Vereador(a),RS,,1983,1988,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73897,Deputado(a) Estadual,RS,,1987,1991,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73897,Deputado(a) Estadual,RS,,1983,1987,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
73897,Vereador(a),RS,,1976,1982,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899
73898,Prefeito(a),RS,,1997,2000,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/36845
73898,Prefeito(a),RS,,1989,1992,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786
73898,Prefeito(a),RS,,1983,1984,PPS,https://dadosabertos.camara.leg.br/api/v2/partidos/36813
73898,Vereador(a),RS,,1973,1977,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73898,Prefeito(a),RS,,1969,1971,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73898,Prefeito(a),RS,,1964,1968,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
73898,Vice-Prefeito(a),RS,,1956,1959,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
73899,Vereador(a),RS,,1993,1995,PFL,https://dadosabertos.camara.leg.br/api/v2/partidos/36790
73899,Governador(a),RS,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73901,Vice-Prefeito(a),RS,,1997,2000,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
73901,Deputado(a) Estadual,RS,,1987,1991,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
73900,Deputado(a) Estadual,RS,,1991,1995,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73900,Deputado(a) Estadual,RS,,1987,1991,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73900,Deputado(a) Estadual,RS,,1983,1987,PDS,https://dadosabertos.camara.leg.br/api/v2/partidos/36785
73900,Deputado(a) Estadual,RS,,1979,1983,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73900,Deputado(a) Estadual,RS,,1975,1979,ARENA,https://dadosabertos.camara.leg.br/api/v2/partidos/36768
73900,Vereador(a),RS,,1963,1968,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/36795
73902,Vereador(a),RS,,1989,1992,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844
