id_parl,cargo,siglaUf,municipio,anoInicio,anoFim,siglaPartidoEleicao,uriPartidoEleicao
178980,Vereador(a),SP,São Paulo,1997,2000,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
178980,Vereador(a),SP,São Paulo,2001,2004,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
178980,Vereador(a),SP,São Paulo,2005,2008,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
178980,Vereador(a),SP,São Paulo,2009,2012,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800
178980,Vereador(a),SP,São Paulo,2013,2015,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
178981,Vereador(a),SP,Itu,2001,2004,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851
178981,Prefeito(a),SP,Itu,2005,2008,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851
178981,Prefeito(a),SP,Itu,2009,2012,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834
178982,Vereador(a),SP,Campinas,2011,2015,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832
178983,Prefeito(a),SP,Guararema,2009,2012,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814
178983,Prefeito(a),SP,Guararema,2013,2014,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814
178985,Vereador(a),SP,Limeira,2001,2004,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814
178985,Vereador(a),SP,Limeira,2005,2008,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814
178985,Vereador(a),SP,Limeira,2009,2012,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814
